log_id,timestamp,session_id,source_ip,layer,action_type,maliciousness_score,entropy_value,threat_vector_contribution
79481dba,2026-04-10T13:38:25.388Z,0x8F14,192.168.1.65,HTTP,XSS_PAYLOAD,79,3.22,7.90
58d6fcb0,2026-04-10T13:39:37.388Z,0xF7E1,192.168.1.68,SSH,ROOT_LOGIN_ATTEMPT,78,2.71,7.80
2897f810,2026-04-10T13:40:49.388Z,0x2020,192.168.1.60,SSH,ROOT_LOGIN_ATTEMPT,62,3.64,6.20
4a26c69e,2026-04-10T13:42:01.388Z,0xA59C,192.168.1.41,HTTP,ENV_SCAN,97,3.26,9.70
f22e99d9,2026-04-10T13:43:13.388Z,0xE41B,192.168.1.45,SQL,USER_ENUMERATION,97,3.36,9.70
5bbf99b8,2026-04-10T13:44:25.388Z,0x3091,192.168.1.174,SQL,USER_ENUMERATION,82,1.62,8.20
dd8103d9,2026-04-10T13:45:37.388Z,0x4814,192.168.1.198,HTTP,XSS_PAYLOAD,83,1.53,8.30
d3565d04,2026-04-10T13:46:49.388Z,0x8918,192.168.1.188,HTTP,ENV_SCAN,71,3.46,7.10
701f8ced,2026-04-10T13:48:01.388Z,0x92A,192.168.1.37,SQL,USER_ENUMERATION,61,2.18,6.10
43ef89fd,2026-04-10T13:49:13.388Z,0x1339,192.168.1.64,HTTP,ADMIN_RECON,62,4.41,6.20
745c17c7,2026-04-10T13:50:25.388Z,0xA9B2,192.168.1.244,HTTP,DIR_TRAVERSAL,77,1.86,7.70
2d50ba7a,2026-04-10T13:51:37.388Z,0xF1AF,192.168.1.58,HTTP,ADMIN_RECON,96,2.59,9.60
1eeb8824,2026-04-10T13:52:49.388Z,0xA905,192.168.1.51,HTTP,XSS_PAYLOAD,77,1.64,7.70
1713ac67,2026-04-10T13:54:01.388Z,0x93D1,192.168.1.45,SQL,HONEYTOKEN_TRIGGER,89,1.75,8.90
d99709b8,2026-04-10T13:55:13.388Z,0x34CE,192.168.1.183,SQL,VERSION_PROBE,70,1.70,7.00
a2155d93,2026-04-10T13:56:25.388Z,0x34EF,192.168.1.235,SQL,USER_ENUMERATION,64,2.63,6.40
8b52f59a,2026-04-10T13:57:37.388Z,0xD68,192.168.1.32,SQL,HONEYTOKEN_TRIGGER,81,2.27,8.10
1067af5c,2026-04-10T13:58:49.388Z,0xF2F,192.168.1.81,SQL,TABLE_DROP,82,2.39,8.20
c7ccef5e,2026-04-10T14:00:01.388Z,0xFB60,192.168.1.158,SQL,HONEYTOKEN_TRIGGER,60,3.83,6.00
f7e71d76,2026-04-10T14:01:13.388Z,0x77EB,192.168.1.136,HTTP,SQL_INJECTION,63,1.87,6.30
4d1d2b8b,2026-04-10T14:02:25.388Z,0x74B5,192.168.1.139,HTTP,SQL_INJECTION,67,4.13,6.70
e1af79c8,2026-04-10T14:03:37.388Z,0xAB1,192.168.1.30,SSH,ROOT_LOGIN_ATTEMPT,98,1.60,9.80
34899054,2026-04-10T14:04:49.388Z,0xE7E1,192.168.1.129,HTTP,XSS_PAYLOAD,69,3.21,6.90
1b9e45a0,2026-04-10T14:06:01.388Z,0xD15E,192.168.1.210,SSH,SHELLCODE_INJECTION,81,1.79,8.10
f6ef3ff7,2026-04-10T14:07:13.388Z,0xBFCA,192.168.1.117,HTTP,ADMIN_RECON,96,3.47,9.60
e31591a2,2026-04-10T14:08:25.388Z,0xAE2A,192.168.1.33,SSH,SHELLCODE_INJECTION,70,1.50,7.00
76fcfa97,2026-04-10T14:09:37.388Z,0xF969,192.168.1.17,HTTP,DIR_TRAVERSAL,75,1.75,7.50
c8a8c7e4,2026-04-10T14:10:49.388Z,0xB49,192.168.1.182,HTTP,XSS_PAYLOAD,79,4.17,7.90
4490d864,2026-04-10T14:12:01.388Z,0x58CC,192.168.1.46,SSH,PRIV_ESC,89,3.90,8.90
32156989,2026-04-10T14:13:13.388Z,0xD63C,192.168.1.209,SQL,TABLE_DROP,84,3.89,8.40
90e6b77c,2026-04-10T14:14:25.388Z,0x94B8,192.168.1.80,SQL,VERSION_PROBE,61,2.38,6.10
3330ee84,2026-04-10T14:15:37.388Z,0x89F,192.168.1.181,SQL,HONEYTOKEN_TRIGGER,97,2.06,9.70
b21191cf,2026-04-10T14:16:49.388Z,0x85,192.168.1.154,HTTP,DIR_TRAVERSAL,80,2.15,8.00
1f9bade9,2026-04-10T14:18:01.388Z,0x8193,192.168.1.171,SSH,ROOT_LOGIN_ATTEMPT,66,3.09,6.60
c10a29f6,2026-04-10T14:19:13.388Z,0x4A85,192.168.1.84,SSH,BANNER_GRAB,73,2.73,7.30
fd141538,2026-04-10T14:20:25.388Z,0xC7D0,192.168.1.202,SSH,BANNER_GRAB,72,1.85,7.20
9f069943,2026-04-10T14:21:37.388Z,0xEF51,192.168.1.214,HTTP,ENV_SCAN,72,3.90,7.20
7b725635,2026-04-10T14:22:49.388Z,0x71C9,192.168.1.202,HTTP,ADMIN_RECON,95,3.58,9.50
9bf3f519,2026-04-10T14:24:01.388Z,0x83FB,192.168.1.34,SSH,BRUTE_FORCE,92,3.65,9.20
66d9b2d0,2026-04-10T14:25:13.388Z,0x408E,192.168.1.146,SSH,BRUTE_FORCE,87,2.81,8.70
1e99ceee,2026-04-10T14:26:25.388Z,0x73F9,192.168.1.192,SQL,HONEYTOKEN_TRIGGER,62,1.61,6.20
1ee2142b,2026-04-10T14:27:37.388Z,0x3D2F,192.168.1.28,SSH,BANNER_GRAB,67,4.29,6.70
90dfa7ff,2026-04-10T14:28:49.388Z,0x86DE,192.168.1.126,HTTP,ENV_SCAN,74,3.98,7.40
03cdf598,2026-04-10T14:30:01.388Z,0xF6B3,192.168.1.180,SQL,USER_ENUMERATION,64,1.69,6.40
1fce28c8,2026-04-10T14:31:13.388Z,0xDFFA,192.168.1.225,SQL,BLIND_SQLI,63,2.03,6.30
7e501717,2026-04-10T14:32:25.388Z,0x51B7,192.168.1.4,HTTP,XSS_PAYLOAD,76,2.58,7.60
e5f95ee3,2026-04-10T14:33:37.388Z,0x32BD,192.168.1.248,SSH,ROOT_LOGIN_ATTEMPT,98,1.65,9.80
cb139e49,2026-04-10T14:34:49.388Z,0xE570,192.168.1.118,SQL,HONEYTOKEN_TRIGGER,92,3.07,9.20
8cfc537e,2026-04-10T14:36:01.388Z,0xC922,192.168.1.218,SSH,SHELLCODE_INJECTION,72,4.36,7.20
654a105d,2026-04-10T14:37:13.388Z,0x2D2F,192.168.1.83,HTTP,XSS_PAYLOAD,83,4.11,8.30
fad0c3ce,2026-04-10T14:38:25.388Z,0xD254,192.168.1.98,SSH,PRIV_ESC,68,4.27,6.80
b7e5ca5d,2026-04-10T14:39:37.388Z,0xF629,192.168.1.248,SSH,BANNER_GRAB,84,3.80,8.40
5da2cc60,2026-04-10T14:40:49.388Z,0xE034,192.168.1.206,SSH,ROOT_LOGIN_ATTEMPT,83,3.38,8.30
8ba47a0d,2026-04-10T14:42:01.388Z,0xD544,192.168.1.49,HTTP,ENV_SCAN,69,3.78,6.90
926af44d,2026-04-10T14:43:13.388Z,0x48DF,192.168.1.173,SSH,PRIV_ESC,80,2.22,8.00
f18434d7,2026-04-10T14:44:25.388Z,0xBDCD,192.168.1.105,SSH,ROOT_LOGIN_ATTEMPT,94,2.61,9.40
b1f49803,2026-04-10T14:45:37.388Z,0x21B9,192.168.1.176,SSH,ROOT_LOGIN_ATTEMPT,71,1.62,7.10
a89b8395,2026-04-10T14:46:49.388Z,0x3997,192.168.1.229,SQL,HONEYTOKEN_TRIGGER,93,2.76,9.30
362202e0,2026-04-10T14:48:01.388Z,0x1C79,192.168.1.5,SSH,SHELLCODE_INJECTION,88,4.36,8.80
0ec01f8b,2026-04-10T14:49:13.388Z,0xDDAE,192.168.1.42,HTTP,ADMIN_RECON,78,1.81,7.80
eefddfc2,2026-04-10T14:50:25.388Z,0x96FC,192.168.1.253,HTTP,XSS_PAYLOAD,89,3.36,8.90
218d6817,2026-04-10T14:51:37.388Z,0xA560,192.168.1.253,HTTP,SQL_INJECTION,97,2.31,9.70
2c28bfd1,2026-04-10T14:52:49.388Z,0x666B,192.168.1.83,HTTP,ENV_SCAN,89,2.01,8.90
e1b8e286,2026-04-10T14:54:01.388Z,0xEA00,192.168.1.246,SSH,SHELLCODE_INJECTION,88,4.32,8.80
1a7a204a,2026-04-10T14:55:13.388Z,0x7A2F,192.168.1.105,HTTP,XSS_PAYLOAD,82,2.47,8.20
fd40ff9e,2026-04-10T14:56:25.388Z,0xFCDE,192.168.1.98,SSH,ROOT_LOGIN_ATTEMPT,79,3.78,7.90
a21676d8,2026-04-10T14:57:37.388Z,0x7400,192.168.1.210,SSH,ROOT_LOGIN_ATTEMPT,91,3.24,9.10
c79d4162,2026-04-10T14:58:49.388Z,0x2BCE,192.168.1.111,HTTP,XSS_PAYLOAD,71,3.42,7.10
684e2a49,2026-04-10T15:00:01.388Z,0x1750,192.168.1.182,SSH,SHELLCODE_INJECTION,61,4.02,6.10
0bba9229,2026-04-10T15:01:13.388Z,0x3DE7,192.168.1.149,HTTP,XSS_PAYLOAD,85,3.11,8.50
1a3b402c,2026-04-10T15:02:25.388Z,0xD7D1,192.168.1.101,SQL,BLIND_SQLI,78,2.67,7.80
36ae238b,2026-04-10T15:03:37.388Z,0xA838,192.168.1.221,SSH,ROOT_LOGIN_ATTEMPT,94,1.55,9.40
0c146d74,2026-04-10T15:04:49.388Z,0x6950,192.168.1.96,SQL,TABLE_DROP,78,3.23,7.80
34cb8ff0,2026-04-10T15:06:01.388Z,0xAE2E,192.168.1.12,SQL,TABLE_DROP,80,3.76,8.00
01c8ea80,2026-04-10T15:07:13.388Z,0x2E44,192.168.1.3,SQL,VERSION_PROBE,94,2.53,9.40
3cff8ff7,2026-04-10T15:08:25.388Z,0x610F,192.168.1.151,SSH,SHELLCODE_INJECTION,93,2.84,9.30
a097e326,2026-04-10T15:09:37.388Z,0x7408,192.168.1.217,SQL,BLIND_SQLI,75,2.29,7.50
c0e384db,2026-04-10T15:10:49.388Z,0xEB4,192.168.1.29,SQL,VERSION_PROBE,95,2.22,9.50
178977ab,2026-04-10T15:12:01.388Z,0x9C28,192.168.1.76,SQL,BLIND_SQLI,89,4.20,8.90
bfd79f47,2026-04-10T15:13:13.388Z,0x1521,192.168.1.103,SQL,USER_ENUMERATION,74,1.54,7.40
f5f1b4fd,2026-04-10T15:14:25.388Z,0x495E,192.168.1.70,SQL,VERSION_PROBE,85,4.47,8.50
664ab100,2026-04-10T15:15:37.388Z,0xAAE1,192.168.1.225,HTTP,XSS_PAYLOAD,75,4.38,7.50
0ac0a1a9,2026-04-10T15:16:49.388Z,0xC9AF,192.168.1.72,SQL,TABLE_DROP,65,1.51,6.50
0f644d16,2026-04-10T15:18:01.388Z,0xC349,192.168.1.250,HTTP,ENV_SCAN,99,3.98,9.90
71fc58f6,2026-04-10T15:19:13.388Z,0x8844,192.168.1.177,HTTP,DIR_TRAVERSAL,80,1.79,8.00
4abd7399,2026-04-10T15:20:25.388Z,0xA595,192.168.1.169,SSH,BRUTE_FORCE,82,4.37,8.20
13537019,2026-04-10T15:21:37.388Z,0xC2F2,192.168.1.102,HTTP,DIR_TRAVERSAL,62,3.77,6.20
648f15e4,2026-04-10T15:22:49.388Z,0x428,192.168.1.183,HTTP,DIR_TRAVERSAL,77,4.49,7.70
2bcf8b91,2026-04-10T15:24:01.388Z,0xFEB1,192.168.1.172,SSH,ROOT_LOGIN_ATTEMPT,73,3.46,7.30
ec4810de,2026-04-10T15:25:13.388Z,0x904,192.168.1.134,SSH,BANNER_GRAB,69,3.02,6.90
fcbc4a55,2026-04-10T15:26:25.388Z,0x5B82,192.168.1.154,HTTP,XSS_PAYLOAD,61,2.81,6.10
5498c89e,2026-04-10T15:27:37.388Z,0x3FED,192.168.1.63,SSH,ROOT_LOGIN_ATTEMPT,70,2.45,7.00
8efa8be7,2026-04-10T15:28:49.388Z,0xEBDE,192.168.1.233,SSH,BANNER_GRAB,87,3.41,8.70
686cda3a,2026-04-10T15:30:01.388Z,0xE29B,192.168.1.78,SQL,VERSION_PROBE,82,3.94,8.20
ac961057,2026-04-10T15:31:13.388Z,0x9A3,192.168.1.11,HTTP,DIR_TRAVERSAL,70,3.76,7.00
a85cf320,2026-04-10T15:32:25.388Z,0x5B96,192.168.1.126,SSH,SHELLCODE_INJECTION,86,2.36,8.60
f65a1b27,2026-04-10T15:33:37.388Z,0xD7F4,192.168.1.7,HTTP,DIR_TRAVERSAL,64,3.98,6.40
4f6e0dc0,2026-04-10T15:34:49.388Z,0xBC31,192.168.1.10,HTTP,ENV_SCAN,74,3.65,7.40
1ea17588,2026-04-10T15:36:01.388Z,0xC65C,192.168.1.79,HTTP,ENV_SCAN,79,2.51,7.90
2cfa2f5a,2026-04-10T15:37:13.388Z,0xB5D9,192.168.1.48,SSH,PRIV_ESC,71,2.54,7.10
2db141a1,2026-04-10T15:38:25.388Z,0x33F,192.168.1.98,SQL,TABLE_DROP,84,1.87,8.40
435bc6fd,2026-04-10T15:39:37.388Z,0x2A75,192.168.1.227,SQL,HONEYTOKEN_TRIGGER,92,4.32,9.20
